id,word,lang_code,validated,meaning,usages,variations,source
1526,आंकड़े,hi,0,"inflection of आंकड़ा (āṅkṛā):
direct plural
oblique/vocative singular",direct plural; oblique/vocative singular,N/A,Wiktionary
1527,प्रस्ताव,hi,0,"resolution, motion","proposal, offer",N/A,Wiktionary
1528,मौत,hi,0,death,N/A,N/A,Wiktionary
1529,पूरा का पूरा,hi,0," complete, entire, whole",N/A,N/A,Wiktionary
1530,अनुभव,hi,0,"experience, perception, consciousness","feeling; a male given name, Anubhav, from Sanskrit",N/A,Wiktionary
1531,योजना,hi,0,"plan, scheme, strategy",design,N/A,Wiktionary
1532,आसान,hi,0,easy,N/A,N/A,Wiktionary
1533,शिक्षा,hi,0,education,"lesson, moral",N/A,Wiktionary
1534,निर्माण,hi,0,"building, construction","manufacture; creation, making",N/A,Wiktionary
1535,अपेक्षा करना,hi,0,to expect,"to hope, await",N/A,Wiktionary
1536,गिरना,hi,0,"to fall, to tumble",to decrease,N/A,Wiktionary
1537,वह स्वयं,hi,0,N/A,N/A,N/A,N/A
1538,उम्र,hi,0,age (the number of years one has lived),"lifespan, life",N/A,Wiktionary
1539,कठिन,hi,0,"difficult, challenging, arduous",N/A,N/A,Wiktionary
1540,समझ,hi,0,understanding,N/A,N/A,Wiktionary
1541,आर - पार,hi,0,N/A,N/A,N/A,N/A
1542,प्रदर्शन,hi,0,"show, demonstration, exhibition","explaining, showing",N/A,Wiktionary
1543,शीघ्र,hi,0,"soon, immediately, presently",N/A,N/A,Wiktionary
1544,महाविद्यालय,hi,0,college,N/A,N/A,Wiktionary
1545,संगीत,hi,0,music,N/A,N/A,Wiktionary
1546,के जैसा लगना,hi,0,N/A,N/A,N/A,N/A
1547,मन,hi,0,"mind, intellect"," heart, feeling, emotion; soul",N/A,Wiktionary
1548,कक्षा,hi,0,"category (a group, often named or numbered, to which items are assigned based on similarity or defined criteria)"," class, course;  orbit",N/A,Wiktionary
1549,पुलिस,hi,0,the police,N/A,N/A,Wiktionary
1550,उपयोग,hi,0,"application, use, utilisation",N/A,N/A,Wiktionary
1551,प्रभाव,hi,0,"effect, reaction, consequence",influence,N/A,Wiktionary
1552,मौसम,hi,0,season,"weather; appropriate time, opportune time",N/A,Wiktionary
1553,कर,hi,0,"hand, arm"," tax; inflection of करना (karnā):
stem
second-person singular present imperative",N/A,Wiktionary
1554,दिल,hi,0,heart,mind; soul,N/A,Wiktionary
1555,बेटा,hi,0,son,N/A,N/A,Wiktionary
1556,कला,hi,0,art,N/A,N/A,Wiktionary
1557,मुमकिन,hi,0,possible,N/A,N/A,Wiktionary
1558,सेवा कर,hi,0,N/A,N/A,N/A,N/A
1559,तोड़ना,hi,0,"to break, snap","to destroy, crush; to break",N/A,Wiktionary
1560,यद्यपि,hi,0,"although, even though",N/A,N/A,Wiktionary
1561,समाप्त,hi,0,"finished, completed, terminated",N/A,N/A,Wiktionary
1562,मंडी,hi,0,"Mandi (a city in Himachal Pradesh, India)",N/A,N/A,Wiktionary
1563,यहाँ तक की,hi,0,N/A,N/A,N/A,N/A
1564,वायु,hi,0, air," Vayu, the god of wind in Hindu and Vedic religion. A primary deity, father of Bhima and the spiritual father of Lord Hanuman.; a male given name, Vayu, from Sanskrit",N/A,Wiktionary
1565,बल,hi,0,"strength, force","a military force, army; emphasis, stress",N/A,Wiktionary
1566,की आवश्यकता होती है,hi,0,N/A,N/A,N/A,N/A
1567,पैर,hi,0, foot,N/A,N/A,Wiktionary
1568,यूपी,hi,0,synonym of उत्तर प्रदेश (uttar pradeś),N/A,N/A,Wiktionary
1569,सुनना,hi,0,"to listen, hear"," to take abuse passively, to bear, suffer silently",N/A,Wiktionary
1570,इस बात से सहमत,hi,0,N/A,N/A,N/A,N/A
1571,अनुसार,hi,0,"accord, agreement","accordance, compliance",N/A,Wiktionary
1572,किसी को,hi,0,N/A,N/A,N/A,N/A
1573,शिशु,hi,0,"infant, baby",N/A,N/A,Wiktionary
1574,गलत,hi,0,nuqtaless form of ग़लत (ġalat),N/A,N/A,Wiktionary
1575,प्यार,hi,0,"love, strong affection",caress; a kiss,N/A,Wiktionary
1576,कट गया,hi,0,N/A,N/A,N/A,N/A
1577,निर्णय करना,hi,0,"to decide, make a decision",N/A,N/A,Wiktionary
1578,रिपब्लिकन,hi,0,N/A,N/A,N/A,N/A
1579,भरा हुआ,hi,0,N/A,N/A,N/A,N/A
1580,पीछे,hi,0,behind, after,N/A,Wiktionary
1581,उत्तीर्ण,hi,0,N/A,N/A,N/A,N/A
1582,रुचि,hi,0,"interest, taste (something that one is interested in)"," Ruchi Prajapati; a female given name, Ruchi, from Sanskrit",N/A,Wiktionary
1583,कभी कभी,hi,0,"sometimes, from time to time",N/A,N/A,Wiktionary
1584,सुरक्षा,hi,0,security,safety; protection,N/A,Wiktionary
1585,खाना खा लो,hi,0,N/A,N/A,N/A,N/A
1587,नियंत्रण,hi,0,"control, command, jurisdiction",N/A,N/A,Wiktionary
1588,भाव,hi,0,"rate, price","existence, being; emotion, feeling",N/A,Wiktionary
1589,स्थानीय,hi,0,"local, of a particular place",N/A,N/A,Wiktionary
1590,सुझाव देना,hi,0,N/A,N/A,N/A,N/A
1591,रिपोर्ट good,hi,0,N/A,N/A,N/A,N/A
1592,राष्ट्र,hi,0,nation (sovereign state),nation (community of people having a common identity),N/A,Wiktionary
1593,बेचना,hi,0,to sell (to agree to transfer goods or provide services),N/A,N/A,Wiktionary
1594,कार्य,hi,0,"work, task","action, operation; business",N/A,Wiktionary
1595,सहयोग,hi,0,"cooperation, partnership",N/A,N/A,Wiktionary
1596,पत्नी,hi,0,wife,N/A,N/A,Wiktionary
1597,फैसले को,hi,0,N/A,N/A,N/A,N/A
1598,प्राप्त करना,hi,0," to obtain, receive, earn",N/A,N/A,Wiktionary
1599,मूल्य,hi,0,"value, worth","price, cost",N/A,Wiktionary
1600,आधार,hi,0,"basis, foundation",N/A,N/A,Wiktionary
1601,चुनना,hi,0,"to choose, pluck",to gather; to elect,N/A,Wiktionary
1602,फ़ोन,hi,0,phone,N/A,N/A,Wiktionary
1603,धन्यवाद,hi,0,"thanks, thank you",thank you; benediction,N/A,Wiktionary
1604,प्रतिस्पर्धा,hi,0,competition,N/A,N/A,Wiktionary
1605,चलाना,hi,0,to cause to walk; to move,"to drive; to run, manage",N/A,Wiktionary
1606,मजबूत,hi,0,nuqtaless form of मज़बूत (mazbūt),N/A,N/A,Wiktionary
1607,पहुंच,hi,0,alternative spelling of पहुँच,N/A,N/A,Wiktionary
1608,रहना,hi,0," to stay, remain","to live , to reside; to let alone, leave",N/A,Wiktionary
1609,समझाना,hi,0,"to explain, convince",N/A,N/A,Wiktionary
1610,स्थल,hi,0,"land, ground; place","dry land, parched soil",N/A,Wiktionary
